,Unnamed: 0,Name,Location,Year,Kilometers_Driven,Owner_Type,Mileage,Engine,Power,Seats,Price,Fuel_Type_Diesel,Fuel_Type_Electric,Fuel_Type_Petrol,Transmission_Automatic,Transmission_Manual,Years_in_Service,Mileage_Category,Price_Category
708,732,Honda City i-VTEC V,Delhi,2014,55818,Second,17.4,1497.0,117.3,5.0,5.7,0,0,1,0,1,10,Low,5-10
709,733,Maruti Swift 1.3 VXi,Chennai,2006,97800,Third,16.1,1631.552572706935,113.80314403717087,5.286452057152694,1.75,0,0,1,0,1,18,Low,<5
710,734,Maruti Swift VDI BSIV,Kolkata,2012,52241,First,25.2,1248.0,74.0,5.0,2.9,1,0,0,0,1,12,Medium,<5
711,735,Maruti Baleno Zeta 1.3,Coimbatore,2018,25433,First,27.39,1248.0,74.0,5.0,7.83,1,0,0,0,1,6,Medium,5-10
712,736,Tata Safari Storme 2012-2015 LX,Kochi,2015,40611,First,14.0,2179.0,138.1,7.0,8.15,1,0,0,0,1,9,Low,5-10
713,737,Hyundai Accent GLS,Bangalore,2008,72000,Second,13.2,1495.0,94.0,5.0,2.0,0,0,1,0,1,16,Low,<5
714,738,Maruti Swift LDI SP Limited Edition,Hyderabad,2016,54631,First,25.2,1248.0,74.0,5.0,6.25,1,0,0,0,1,8,Medium,5-10
715,740,Tata Nano XTA,Coimbatore,2016,24941,First,21.9,624.0,37.48,4.0,3.19,0,0,1,1,0,8,Medium,<5
716,741,Maruti Ertiga VDI,Ahmedabad,2017,63939,First,25.47,1248.0,88.5,7.0,7.75,1,0,0,0,1,7,Medium,5-10
717,742,Maruti Celerio VXI AMT,Delhi,2014,35214,Second,23.1,998.0,67.04,5.0,3.2,0,0,1,1,0,10,Medium,<5
718,743,Maruti Swift VDI BSIV,Delhi,2015,63000,First,25.2,1248.0,74.0,5.0,4.9,1,0,0,0,1,9,Medium,<5
719,744,Volkswagen Vento Petrol Highline,Kochi,2012,121377,First,15.04,1598.0,103.6,5.0,3.8,0,0,1,0,1,12,Low,<5
720,745,Volkswagen Jetta 2007-2011 1.9 Highline TDI,Chennai,2009,100970,First,15.5,1896.0,105.0,5.0,4.0,1,0,0,1,0,15,Low,<5
721,746,Mini Cooper 5 DOOR D,Hyderabad,2014,60000,Second,20.7,1496.0,113.98,5.0,23.5,1,0,0,1,0,10,Medium,20-25
722,747,Tata Indica V2 DLS,Chennai,2008,77650,First,17.2,1396.0,53.5,5.0,1.15,1,0,0,0,1,16,Low,<5
723,749,Land Rover Range Rover 3.0 D,Mumbai,2008,55001,Second,0.0,1631.552572706935,113.80314403717087,5.286452057152694,26.5,1,0,0,1,0,16,Very Low,25-30
724,750,Honda City i-VTEC CVT VX,Bangalore,2015,18955,First,18.0,1497.0,117.3,5.0,10.65,0,0,1,1,0,9,Low,10-15
725,751,Jaguar XF 2.2 Litre Luxury,Coimbatore,2016,47877,First,16.36,2179.0,187.7,5.0,35.68,1,0,0,1,0,8,Low,
726,752,Mercedes-Benz E-Class 2015-2017 E250 Edition E,Kochi,2017,43368,First,15.0,2143.0,204.0,5.0,31.94,1,0,0,1,0,7,Low,
727,753,Chevrolet Cruze LTZ,Chennai,2011,73000,Third,18.3,1991.0,147.9,5.0,4.2,1,0,0,0,1,13,Low,<5
728,754,Mahindra XUV500 W8 2WD,Ahmedabad,2015,72007,First,15.1,2179.0,140.0,7.0,9.9,1,0,0,0,1,9,Low,5-10
729,755,Mercedes-Benz New C-Class C 200 CGI Avantgarde,Kochi,2014,56778,First,11.74,1796.0,186.0,5.0,15.46,0,0,1,1,0,10,Low,15-20
730,756,Honda Jazz VX,Kochi,2018,20024,First,18.2,1199.0,88.7,5.0,8.46,0,0,1,0,1,6,Low,5-10
731,757,Toyota Etios G,Kolkata,2013,42103,First,16.78,1496.0,88.73,5.0,3.25,0,0,1,0,1,11,Low,<5
732,758,Maruti Alto LXi BSIII,Hyderabad,2012,67147,First,19.7,796.0,46.3,5.0,2.6,0,0,1,0,1,12,Low,<5
733,759,Maruti Swift VXI BSIV,Coimbatore,2016,37806,First,20.4,1197.0,81.8,5.0,5.2,0,0,1,0,1,8,Medium,5-10
734,760,Maruti A-Star Vxi,Pune,2009,85000,Third,19.0,998.0,66.1,5.0,1.8,0,0,1,0,1,15,Low,<5
735,761,Tata Nano Lx BSIV,Chennai,2011,35000,First,25.4,624.0,37.48,4.0,1.6,0,0,1,0,1,13,Medium,<5
736,762,Ford Figo Titanium Diesel,Kolkata,2015,72035,First,25.5,1498.0,99.0,5.0,2.5,1,0,0,0,1,9,Medium,<5
737,763,Fiat Linea Emotion,Jaipur,2011,48500,First,16.0,1368.0,90.0,5.0,2.5,0,0,1,0,1,13,Low,<5
738,764,Ford Figo Aspire 1.2 Ti-VCT Trend,Coimbatore,2017,28854,First,18.16,1196.0,86.8,5.0,6.7,0,0,1,0,1,7,Low,5-10
739,765,Maruti Baleno LXI,Hyderabad,2005,92450,First,15.4,1590.0,94.0,5.0,1.2,0,0,1,0,1,19,Low,<5
740,766,BMW 3 Series 320d Luxury Line,Coimbatore,2016,14351,First,18.88,1995.0,184.0,5.0,35.55,1,0,0,1,0,8,Low,
741,767,Chevrolet Cruze LTZ,Jaipur,2017,51087,First,17.9,1998.0,163.7,5.0,7.75,1,0,0,0,1,7,Low,5-10
742,768,Mahindra Scorpio 2.6 DX,Chennai,2005,50000,First,12.7,2609.0,116.6,8.0,1.94,1,0,0,0,1,19,Low,<5
743,769,Tata Indica V2 eLS,Hyderabad,2016,73000,First,25.0,1396.0,69.0,5.0,2.2,1,0,0,0,1,8,Medium,<5
744,770,Chevrolet Cruze LTZ AT,Ahmedabad,2011,60000,First,18.1,1991.0,147.9,4.0,3.8,1,0,0,1,0,13,Low,<5
745,771,Toyota Innova 2.5 V Diesel 8-seater,Chennai,2016,50000,First,12.8,2494.0,102.0,8.0,15.65,1,0,0,0,1,8,Low,15-20
746,772,Mercedes-Benz New C-Class C 220d Avantgarde Edition C,Coimbatore,2018,36797,First,19.27,2143.0,167.62,5.0,39.47,1,0,0,1,0,6,Low,
747,773,Maruti Ritz VXi,Kolkata,2011,50000,Second,18.5,1197.0,85.8,5.0,1.5,0,0,1,0,1,13,Low,<5
748,774,Toyota Innova 2.5 GX (Diesel) 8 Seater BS IV,Ahmedabad,2013,94000,First,12.8,2494.0,102.0,8.0,8.85,1,0,0,0,1,11,Low,5-10
749,775,Toyota Fortuner 4x4 MT,Bangalore,2013,74000,Second,12.55,2982.0,168.5,7.0,17.9,1,0,0,0,1,11,Low,15-20
750,776,Hyundai i10 Sportz AT,Coimbatore,2014,41016,Second,16.95,1197.0,78.9,5.0,5.08,0,0,1,1,0,10,Low,5-10
751,777,Hyundai Verna 1.6 SX,Bangalore,2012,67000,First,22.32,1582.0,126.32,5.0,6.25,1,0,0,0,1,12,Medium,5-10
752,778,Audi Q3 2012-2015 35 TDI Quattro Premium Plus,Bangalore,2015,76927,First,15.73,1968.0,174.33,5.0,22.75,1,0,0,1,0,9,Low,20-25
753,779,Chevrolet Beat LS,Kolkata,2010,17088,First,18.6,1199.0,79.4,5.0,1.46,0,0,1,0,1,14,Low,<5
754,780,Ford Fiesta 1.4 Duratorq ZXI,Pune,2007,112808,Second,17.8,1399.0,68.0,5.0,2.05,1,0,0,0,1,17,Low,<5
755,781,Ford Figo Diesel EXI,Coimbatore,2014,74980,First,20.0,1399.0,68.0,5.0,4.08,1,0,0,0,1,10,Medium,<5
756,782,Maruti Celerio VXI AT,Hyderabad,2014,44600,First,23.1,998.0,67.04,5.0,4.55,0,0,1,1,0,10,Medium,<5
757,783,Mercedes-Benz A Class A180 CDI,Mumbai,2013,37000,First,20.0,2143.0,107.3,5.0,14.0,1,0,0,1,0,11,Medium,10-15
758,784,Hyundai Creta 1.6 SX,Ahmedabad,2016,21000,First,15.8,1591.0,121.3,5.0,10.9,0,0,1,0,1,8,Low,10-15
759,785,Maruti Wagon R VXI BS IV,Bangalore,2010,81245,First,18.9,998.0,67.1,5.0,2.45,0,0,1,0,1,14,Low,<5
760,786,Mercedes-Benz E-Class 2009-2013 E 220 CDI Avantgarde,Delhi,2013,70000,First,10.0,2148.0,170.0,5.0,15.8,1,0,0,1,0,11,Low,15-20
761,787,Ford EcoSport 1.5 Ti VCT MT Titanium BE,Mumbai,2017,4018,First,18.88,1499.0,110.4,5.0,8.25,0,0,1,0,1,7,Low,5-10
762,788,Renault Koleos 2.0 Diesel,Delhi,2013,70000,Second,13.73,1995.0,148.0,5.0,8.5,1,0,0,1,0,11,Low,5-10
763,789,Mahindra XUV500 W10 2WD,Coimbatore,2016,56532,First,16.0,2179.0,140.0,7.0,15.54,1,0,0,0,1,8,Low,15-20
764,790,Maruti Omni E 8 Str STD,Hyderabad,2013,26875,First,16.8,796.0,34.2,8.0,2.35,0,0,1,0,1,11,Low,<5
765,791,Maruti Wagon R VXI,Coimbatore,2015,72599,First,22.5,998.0,67.04,5.0,4.32,0,0,1,0,1,9,Medium,<5
766,792,Ford Endeavour XLT TDCi 4X2,Jaipur,2008,205000,Second,13.1,2499.0,141.0,7.0,3.9,1,0,0,0,1,16,Low,<5
767,793,Hyundai Verna 1.6 SX,Hyderabad,2011,98000,Second,22.32,1582.0,126.32,5.0,5.2,1,0,0,0,1,13,Medium,5-10
768,794,Hyundai i20 Magna 1.2,Mumbai,2018,19500,First,18.6,1197.0,81.83,5.0,5.85,0,0,1,0,1,6,Low,5-10
769,795,Maruti Ertiga ZXI,Bangalore,2013,68000,Second,16.02,1373.0,93.7,7.0,6.25,0,0,1,0,1,11,Low,5-10
770,796,Mahindra XUV500 W9 AT,Coimbatore,2019,19654,First,14.0,2179.0,155.0,7.0,17.63,1,0,0,1,0,5,Low,15-20
771,797,Maruti SX4 S Cross DDiS 200 Zeta,Mumbai,2017,26000,First,23.65,1248.0,88.5,5.0,9.75,1,0,0,0,1,7,Medium,5-10
772,798,Mercedes-Benz SLK-Class SLK 350,Bangalore,2015,10000,First,18.1,3498.0,306.0,2.0,55.0,0,0,1,1,0,9,Low,
773,799,Volkswagen Polo Diesel Comfortline 1.2L,Hyderabad,2011,75020,First,22.07,1199.0,73.9,5.0,4.1,1,0,0,0,1,13,Medium,<5
774,800,Toyota Fortuner 4x4 MT,Hyderabad,2011,157000,First,12.55,2982.0,168.5,7.0,11.99,1,0,0,0,1,13,Low,10-15
775,801,Mahindra XUV500 W10 2WD,Kochi,2017,43773,First,16.0,2179.0,140.0,7.0,13.54,1,0,0,0,1,7,Low,10-15
776,802,Mercedes-Benz GLE 250d,Mumbai,2016,21000,First,17.9,2143.0,201.15,5.0,56.0,1,0,0,1,0,8,Low,
777,803,Honda Jazz 1.2 VX i VTEC,Chennai,2016,23280,First,18.7,1199.0,88.7,5.0,6.5,0,0,1,0,1,8,Low,5-10
778,804,Maruti Swift Dzire VDI,Pune,2013,88000,First,23.4,1248.0,74.0,5.0,4.75,1,0,0,0,1,11,Medium,<5
779,805,Hyundai Verna 1.6 SX VTVT,Hyderabad,2014,67000,First,17.01,1591.0,121.3,5.0,5.6,0,0,1,0,1,10,Low,5-10
780,806,Ford Endeavour 3.2 Titanium AT 4X4,Coimbatore,2017,59636,First,10.91,3198.0,197.0,7.0,29.2,1,0,0,1,0,7,Low,25-30
781,807,Hyundai i20 1.2 Asta Option,Kolkata,2018,11000,First,18.6,1197.0,81.83,5.0,6.35,0,0,1,0,1,6,Low,5-10
782,808,Honda City 1.5 V MT Sunroof,Mumbai,2013,60669,First,16.8,1497.0,116.3,5.0,4.95,0,0,1,0,1,11,Low,<5
783,809,Honda Amaze VX Diesel,Hyderabad,2018,12000,First,27.4,1498.0,98.6,5.0,8.5,1,0,0,0,1,6,Medium,5-10
784,810,Hyundai Verna 1.6 SX VTVT (O),Kolkata,2013,35000,First,17.1,1591.0,121.3,5.0,4.5,0,0,1,0,1,11,Low,<5
785,811,Honda Mobilio S i DTEC,Chennai,2015,65000,First,24.2,1498.0,98.6,7.0,5.5,1,0,0,0,1,9,Medium,5-10
786,812,Maruti Ertiga ZDI,Kochi,2013,39929,First,20.77,1248.0,88.8,7.0,6.56,1,0,0,0,1,11,Medium,5-10
787,813,Maruti Alto K10 LXI,Pune,2014,49000,First,24.07,998.0,67.1,5.0,2.3,0,0,1,0,1,10,Medium,<5
788,814,Toyota Qualis FS B2,Pune,2004,77757,Second,13.1,2446.0,75.0,10.0,3.5,1,0,0,0,1,20,Low,<5
789,815,Hyundai i10 Sportz,Kochi,2016,21456,First,20.36,1197.0,78.9,5.0,4.55,0,0,1,0,1,8,Medium,<5
790,816,Skoda Laura 1.9 TDI AT Ambiente,Bangalore,2009,74000,Second,17.0,1896.0,105.0,5.0,7.75,1,0,0,1,0,15,Low,5-10
791,817,Hyundai i20 Asta Option 1.2,Mumbai,2015,37000,Second,18.6,1197.0,81.83,5.0,5.25,0,0,1,0,1,9,Low,5-10
792,818,BMW 5 Series 2003-2012 530d Highline,Coimbatore,2013,108640,First,11.5,2993.0,235.0,5.0,23.29,1,0,0,1,0,11,Low,20-25
793,819,BMW 3 Series 320d M Sport,Mumbai,2016,38000,First,22.69,1995.0,190.0,5.0,23.99,1,0,0,1,0,8,Medium,20-25
794,820,Chevrolet Aveo 1.4 LT ABS BSIV,Pune,2010,80000,First,14.49,1399.0,92.7,5.0,1.79,0,0,1,0,1,14,Low,<5
795,821,Mercedes-Benz E-Class 2009-2013 E250 CDI Elegance,Mumbai,2011,47000,Second,14.21,2143.0,203.0,5.0,13.9,1,0,0,1,0,13,Low,10-15
796,822,Audi A6 2011-2015 2.0 TDI Premium Plus,Kolkata,2013,31000,First,17.68,1968.0,174.33,5.0,18.95,1,0,0,1,0,11,Low,15-20
797,823,Maruti Wagon R LXI BS IV,Kolkata,2014,40000,First,20.51,998.0,67.04,5.0,2.49,0,0,1,0,1,10,Medium,<5
798,824,Renault KWID RXT,Jaipur,2016,4152,First,25.17,799.0,53.3,5.0,3.15,0,0,1,0,1,8,Medium,<5
799,825,Volkswagen Ameo 1.5 TDI Highline,Mumbai,2017,51000,First,21.66,1498.0,108.62,5.0,6.45,1,0,0,0,1,7,Medium,5-10
800,826,Volkswagen Polo Diesel Comfortline 1.2L,Ahmedabad,2013,55000,First,22.07,1199.0,73.9,5.0,4.25,1,0,0,0,1,11,Medium,<5
801,827,Maruti Alto 800 LXI,Hyderabad,2014,58500,First,22.74,796.0,47.3,5.0,2.75,0,0,1,0,1,10,Medium,<5
802,828,Hyundai i20 Asta Option 1.2,Kochi,2017,58620,First,18.6,1197.0,81.83,5.0,7.14,0,0,1,0,1,7,Low,5-10
803,830,Hyundai i20 1.2 Sportz,Jaipur,2012,71172,Third,17.0,1197.0,80.0,5.0,3.5,0,0,1,0,1,12,Low,<5
804,831,Hyundai i20 1.4 Asta,Chennai,2017,12000,First,22.54,1396.0,88.73,5.0,7.3,1,0,0,0,1,7,Medium,5-10
805,832,Maruti Wagon R LXI Optional,Kolkata,2014,25000,First,20.51,998.0,67.04,5.0,2.75,0,0,1,0,1,10,Medium,<5
806,833,Hyundai i20 1.4 Asta Option,Bangalore,2017,43000,Second,22.54,1396.0,88.73,5.0,8.2,1,0,0,0,1,7,Medium,5-10
807,834,Volkswagen Polo GT TSI,Mumbai,2015,57022,First,17.21,1197.0,103.6,5.0,6.51,0,0,1,1,0,9,Low,5-10
808,835,Ford Figo Diesel Titanium,Pune,2015,92000,First,20.0,1399.0,68.05,5.0,4.25,1,0,0,0,1,9,Medium,<5
809,836,Maruti Swift ZXI,Coimbatore,2014,33372,Second,18.6,1197.0,85.8,5.0,6.21,0,0,1,0,1,10,Low,5-10
810,837,Hyundai Grand i10 CRDi Magna,Kochi,2016,52625,First,24.0,1120.0,70.0,5.0,4.58,1,0,0,0,1,8,Medium,<5
811,838,Mahindra Xylo H4,Chennai,2016,215000,First,14.02,2179.0,118.3,7.0,7.5,1,0,0,0,1,8,Low,5-10
812,840,Hyundai i10 Magna 1.1,Coimbatore,2014,60138,First,19.81,1086.0,68.05,5.0,4.09,0,0,1,0,1,10,Low,<5
813,841,Skoda Octavia Elegance 2.0 TDI AT,Mumbai,2014,84000,First,19.3,1968.0,141.0,5.0,10.75,1,0,0,1,0,10,Low,10-15
814,842,BMW X5 2014-2019 xDrive 30d Design Pure Experience 7 Seater,Mumbai,2014,47000,First,15.97,2993.0,258.0,7.0,41.5,1,0,0,1,0,10,Low,
815,843,Maruti Celerio VXI AT,Hyderabad,2014,33450,First,23.1,998.0,67.04,5.0,4.4,0,0,1,1,0,10,Medium,<5
816,844,Volkswagen Vento Diesel Comfortline,Jaipur,2013,125000,Second,20.54,1598.0,103.6,5.0,6.25,1,0,0,0,1,11,Medium,5-10
817,845,BMW 3 Series 320d Highline,Pune,2011,99606,Second,16.07,1995.0,181.0,5.0,10.5,1,0,0,1,0,13,Low,10-15
818,846,Maruti Ertiga ZDI,Mumbai,2014,64000,First,20.77,1248.0,88.8,7.0,7.25,1,0,0,0,1,10,Medium,5-10
819,847,Ford Figo Diesel ZXI,Hyderabad,2013,51000,First,20.0,1399.0,68.05,5.0,3.2,1,0,0,0,1,11,Medium,<5
820,848,Volkswagen Polo 1.2 MPI Highline,Mumbai,2014,57000,First,16.47,1198.0,74.0,5.0,3.95,0,0,1,0,1,10,Low,<5
821,849,Audi A6 3.0 TDI quattro,Coimbatore,2009,48040,Second,16.77,2967.0,241.38,5.0,12.07,1,0,0,1,0,15,Low,10-15
822,850,Toyota Innova Crysta 2.4 ZX MT,Pune,2017,43200,First,13.68,2393.0,147.8,7.0,18.6,1,0,0,0,1,7,Low,15-20
823,851,Hyundai Verna 1.6 CRDi EX AT,Delhi,2013,66000,First,22.32,1582.0,126.3,5.0,5.7,1,0,0,1,0,11,Medium,5-10
824,852,Hyundai Santro Xing GL Plus,Kolkata,2013,31000,First,17.92,1086.0,62.1,5.0,1.75,0,0,1,0,1,11,Low,<5
825,853,Audi A4 2.0 TDI,Delhi,2011,46000,Second,16.55,1968.0,147.51,5.0,10.99,1,0,0,1,0,13,Low,10-15
826,854,Audi A4 2.0 TDI,Kolkata,2012,47346,First,16.55,1968.0,147.51,5.0,14.5,1,0,0,1,0,12,Low,10-15
827,855,Skoda Laura 1.9 TDI MT Ambiente,Jaipur,2009,100000,First,17.0,1896.0,105.0,5.0,3.11,1,0,0,0,1,15,Low,<5
828,856,Honda CR-V 2.0L 2WD AT,Coimbatore,2015,63856,First,13.7,1997.0,153.86,5.0,13.96,0,0,1,1,0,9,Low,10-15
829,857,Hyundai Verna 1.6 SX CRDi (O),Coimbatore,2015,72996,First,22.32,1582.0,126.32,5.0,7.11,1,0,0,0,1,9,Medium,5-10
830,858,Honda Mobilio RS i DTEC,Chennai,2014,23000,First,24.5,1498.0,98.6,7.0,6.9,1,0,0,0,1,10,Medium,5-10
831,859,Hyundai i20 1.2 Asta Option,Coimbatore,2018,15985,First,18.6,1197.0,81.83,5.0,7.77,0,0,1,0,1,6,Low,5-10
832,860,Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,Kolkata,2011,98000,Second,12.8,2494.0,102.0,8.0,5.5,1,0,0,0,1,13,Low,5-10
833,861,Hyundai i20 Magna 1.2,Hyderabad,2014,70089,First,18.6,1197.0,81.83,5.0,5.35,0,0,1,0,1,10,Low,5-10
834,862,Mahindra Bolero VLX BS IV,Chennai,2011,99000,Second,13.6,2523.0,63.0,7.0,4.5,1,0,0,0,1,13,Low,<5
835,863,Volkswagen Vento 1.5 TDI Comfortline,Jaipur,2014,72000,First,20.34,1498.0,103.2,5.0,4.75,1,0,0,0,1,10,Medium,<5
836,864,Jaguar XF 2.2 Litre Luxury,Coimbatore,2015,44194,First,16.36,2179.0,187.7,5.0,32.8,1,0,0,1,0,9,Low,
837,865,Maruti Zen LXi - BS III,Mumbai,2005,102000,First,17.3,993.0,60.0,5.0,0.7,0,0,1,0,1,19,Low,<5
838,866,Mercedes-Benz E-Class Facelift,Coimbatore,2018,56652,First,13.0,2987.0,258.0,5.0,50.29,1,0,0,1,0,6,Low,
839,867,Toyota Fortuner 3.0 Diesel,Mumbai,2010,41650,Second,11.5,2982.0,171.0,7.0,10.99,1,0,0,0,1,14,Low,10-15
840,868,Hyundai Grand i10 AT Asta,Coimbatore,2015,61717,First,18.9,1197.0,82.0,5.0,5.57,0,0,1,1,0,9,Low,5-10
841,869,Hyundai Xcent 1.2 CRDi S,Jaipur,2018,25302,First,25.4,1186.0,73.97,5.0,5.9,1,0,0,0,1,6,Medium,5-10
842,870,Hyundai Creta 1.6 VTVT S,Coimbatore,2016,47016,First,15.29,1591.0,121.3,5.0,9.43,0,0,1,0,1,8,Low,5-10
843,871,Hyundai i10 Sportz,Bangalore,2010,69000,First,20.36,1197.0,78.9,5.0,2.9,0,0,1,0,1,14,Medium,<5
844,872,Honda Brio S MT,Delhi,2016,32700,First,19.4,1198.0,86.8,5.0,3.68,0,0,1,0,1,8,Low,<5
845,873,Toyota Fortuner 4x2 AT,Coimbatore,2015,101337,First,12.55,2982.0,168.5,7.0,21.67,1,0,0,1,0,9,Low,20-25
846,874,Audi A4 2.0 TDI Multitronic,Ahmedabad,2011,59000,First,16.55,1968.0,140.0,5.0,12.5,1,0,0,1,0,13,Low,10-15
847,875,Toyota Innova Crysta 2.8 ZX AT,Kochi,2018,41736,First,11.36,2755.0,171.5,7.0,19.92,1,0,0,1,0,6,Low,15-20
848,876,Honda City i DTEC VX,Jaipur,2014,71649,First,25.1,1498.0,98.6,5.0,6.75,1,0,0,0,1,10,Medium,5-10
849,877,Honda City i DTEC VX,Kochi,2015,80606,First,25.1,1498.0,98.6,5.0,6.96,1,0,0,0,1,9,Medium,5-10
850,878,Renault KWID 1.0 RXT Optional,Jaipur,2017,63262,First,21.7,999.0,67.0,5.0,3.25,0,0,1,0,1,7,Medium,<5
851,879,Maruti Swift DDiS ZDI Plus,Hyderabad,2018,5456,First,28.4,1248.0,74.0,5.0,8.65,1,0,0,0,1,6,Medium,5-10
852,880,Maruti Celerio VXI Optional AMT,Pune,2017,7500,First,23.1,998.0,67.04,5.0,5.0,0,0,1,1,0,7,Medium,<5
853,881,Mahindra XUV500 W8 2WD,Delhi,2011,66000,First,15.1,2179.0,140.0,7.0,5.5,1,0,0,0,1,13,Low,5-10
854,882,Hyundai i10 Magna,Jaipur,2010,66770,Second,20.36,1197.0,78.9,5.0,2.6,0,0,1,0,1,14,Medium,<5
855,883,Hyundai i10 Magna 1.1,Kochi,2014,58472,First,19.81,1086.0,68.05,5.0,3.41,0,0,1,0,1,10,Low,<5
856,884,Maruti Dzire VXI,Kolkata,2011,46687,First,22.0,1197.0,81.8,5.0,2.7,0,0,1,0,1,13,Medium,<5
857,885,Maruti Grand Vitara AT,Chennai,2008,77000,Fourth & Above,9.7,1995.0,163.5,5.0,5.5,0,0,1,1,0,16,Very Low,5-10
858,886,Audi TT 40 TFSI,Kolkata,2012,7000,First,14.33,1984.0,226.6,4.0,35.0,0,0,1,1,0,12,Low,
859,887,Mercedes-Benz New C-Class C 200 CGI,Mumbai,2011,48000,Second,14.74,1991.0,184.0,5.0,9.75,0,0,1,1,0,13,Low,5-10
860,888,Nissan Sunny 2011-2014 Diesel XV,Mumbai,2013,47000,First,21.64,1461.0,84.8,5.0,4.25,1,0,0,0,1,11,Medium,<5
861,889,Maruti Wagon R LXI,Ahmedabad,2015,51530,First,18.9,998.0,67.1,5.0,3.2,0,0,1,0,1,9,Low,<5
862,890,Maruti Swift Dzire ZDI,Bangalore,2014,25789,Second,23.4,1248.0,74.0,5.0,6.85,1,0,0,0,1,10,Medium,5-10
863,891,Honda Amaze S i-Dtech,Delhi,2015,48000,First,25.8,1498.0,98.6,5.0,4.5,1,0,0,0,1,9,Medium,<5
864,892,Maruti Swift ZDI,Delhi,2012,52000,First,28.4,1248.0,74.0,5.0,3.55,1,0,0,0,1,12,Medium,<5
865,894,Mahindra Scorpio LX 2.6 Turbo,Hyderabad,2008,131000,First,10.5,2609.0,120.0,7.0,3.6,1,0,0,0,1,16,Low,<5
866,895,Mercedes-Benz E-Class E250 CDI Avantgrade,Kochi,2015,42076,First,13.0,2143.0,201.1,5.0,21.8,1,0,0,1,0,9,Low,20-25
867,896,Toyota Fortuner 4x2 Manual,Mumbai,2012,76000,Second,13.0,2982.0,168.5,7.0,13.5,1,0,0,0,1,12,Low,10-15
868,897,Datsun redi-GO T Option,Bangalore,2016,20487,First,22.7,799.0,53.64,5.0,2.66,0,0,1,0,1,8,Medium,<5
869,898,Honda City V MT,Delhi,2010,43000,Second,16.8,1497.0,116.3,5.0,3.75,0,0,1,0,1,14,Low,<5
870,899,Toyota Camry Hybrid,Pune,2018,17000,First,19.16,2494.0,158.2,5.0,32.0,0,0,1,1,0,6,Low,
871,900,Honda City i DTec V,Coimbatore,2016,60805,First,26.0,1498.0,98.6,5.0,8.07,1,0,0,0,1,8,Medium,5-10
872,901,Volkswagen Jetta 2012-2014 2.0L TDI Trendline,Kochi,2012,58775,First,19.33,1968.0,138.1,5.0,5.64,1,0,0,0,1,12,Low,5-10
873,902,Audi A6 2011-2015 2.0 TDI,Hyderabad,2013,70181,First,17.68,1968.0,174.33,5.0,23.99,1,0,0,1,0,11,Low,20-25
874,903,Maruti Ertiga VDI,Coimbatore,2016,85827,First,20.77,1248.0,88.76,7.0,7.5,1,0,0,0,1,8,Medium,5-10
875,904,Mercedes-Benz New C-Class C 220 CDI Style,Jaipur,2016,58205,First,19.27,2143.0,167.62,5.0,27.0,1,0,0,1,0,8,Low,25-30
876,905,Maruti Swift Dzire Vdi BSIV,Mumbai,2008,91000,Second,19.3,1248.0,73.9,5.0,2.85,1,0,0,0,1,16,Low,<5
877,906,Renault Duster 110PS Diesel RxZ Pack,Pune,2012,74000,First,19.01,1461.0,108.45,5.0,6.35,1,0,0,0,1,12,Low,5-10
878,907,Maruti Ritz VDi,Hyderabad,2010,79324,First,21.1,1248.0,73.9,5.0,3.3,1,0,0,0,1,14,Medium,<5
879,908,Maruti Swift Dzire VXI,Bangalore,2013,38623,First,19.1,1197.0,85.8,5.0,5.0,0,0,1,0,1,11,Low,<5
880,909,Maruti Swift ZDi,Coimbatore,2014,59923,First,22.9,1248.0,74.0,5.0,6.46,1,0,0,0,1,10,Medium,5-10
881,910,Hyundai EON Sportz,Jaipur,2017,23360,First,21.1,814.0,55.2,5.0,3.75,0,0,1,0,1,7,Medium,<5
882,911,Maruti Zen VXI BSII,Kochi,2003,61495,Third,17.3,993.0,60.0,5.0,1.52,0,0,1,0,1,21,Low,<5
883,912,Maruti Eeco 7 Seater Standard,Coimbatore,2012,56661,First,15.1,1196.0,73.0,7.0,3.61,0,0,1,0,1,12,Low,<5
884,913,Audi Q5 30 TDI quattro Premium,Coimbatore,2017,40318,First,14.16,1968.0,174.3,5.0,43.74,1,0,0,1,0,7,Low,
885,914,Audi Q3 2.0 TDI,Chennai,2014,60000,First,15.73,1968.0,174.33,5.0,20.0,1,0,0,1,0,10,Low,15-20
886,916,Maruti Swift Dzire VDi,Hyderabad,2010,130000,First,19.3,1248.0,73.9,5.0,3.65,1,0,0,0,1,14,Low,<5
887,917,Tata Sumo DX,Mumbai,2013,20000,First,14.07,1978.0,83.1,10.0,5.25,1,0,0,0,1,11,Low,5-10
888,918,BMW X5 2014-2019 xDrive 30d Design Pure Experience 7 Seater,Hyderabad,2016,76000,First,15.97,2993.0,258.0,7.0,58.0,1,0,0,1,0,8,Low,
889,919,Honda City i-VTEC CVT VX,Mumbai,2015,30000,First,18.0,1497.0,117.3,5.0,8.65,0,0,1,1,0,9,Low,5-10
890,920,Tata Indigo eCS eLX BS IV,Delhi,2015,150000,First,25.0,1396.0,69.01,5.0,2.5,1,0,0,0,1,9,Medium,<5
